Слово,Слово с делением на морфемы,Орфоэпическая транскрипция,Реальное произнесение,Количество словоупотреблений,Файлы
спросил,~с*прос+и+л,~ s * p r a1 s' + i0 + l,~ s * p r e1 s' + i0 + l,2,"ctb0388,ktb0663"
спросила,~с*прос+и+л/а,~ s * p r a1 s' + i0 + l / a4,~ s * p r a1 s' + i0 + l / a4,51,"cta0345,cta0410,cta0570,cta1154,ctb0720,ctb1274,ctb1297,ctb1600,ctb1623,ctb1835,ctb1985,gta0345,gta0410,gtb0720,kta0570,kta0609,kta0700,ktb1274,ktb1290,ktb1297,ktb1336,ktb1600,ktb1623,ktb1835,ktb1985,kta0345,kta0410,ktb0320,ktb0720,ota0345,ota0410,otb0720,sta0345,sta0410,stb0421,stb0636,stb0720,uta0345,uta0410,utb0720,ata0345,atb0421,atb0720,ata0570,ata0700,ata1025,atb1297,atb1835,atb1985,mta0345,mtb0720"
спросила,~с*прос+и+л/а,~ s * p r a1 s' + i0 + l / a4,~ s * p r a1 s' + i0 + l / e4,9,"cta1025,ctb0421,kta1025,ktb0421,stb0320,utb0421,ata0410,mtb0320,mtb0421"
спросила,~с*прос+и+л/а,~ s * p r a1 s' + i0 + l / a4,~ s * p r a1 s' + i0 + l / o4,4,"ctb0320,gtb0320,atb0320,ata0609"
спросила,~с*прос+и+л/а,~ s * p r a1 s' + i0 + l / a4,~ s * p r a1 s' + i0 + l / u4,1,mtb0636
спросила,~с*прос+и+л/а,~ s * p r a1 s' + i0 + l / a4,~ s * p r a1 s' + i0 + l / y4,26,"cta0609,cta0700,ctb0636,ctb1245,ctb1290,ctb1336,gtb0421,gtb0636,ktb1245,ktb0636,ktb0787,otb0320,otb0421,otb0636,otb0787,utb0320,utb0636,utb0787,atb0636,atb0787,atb1245,atb1274,atb1290,atb1336,atb1600,atb1623"
спросила,~с*прос+и+л/а,~ s * p r a1 s' + i0 + l / a4,~ s * p r a1 s' + u0 + l / y4,1,gtb0787
спросила,~с*прос+и+л/а,~ s * p r a1 s' + i0 + l / a4,~ s * p r e1 s' + i0 + l / a4,1,mta0410
спросила,~с*прос+и+л/а,~ s * p r a1 s' + i0 + l / a4,~ s * p r e1 s' + i0 + l / e4,1,mtb0787
спросила,~с*прос+и+л/а,~ s * p r a1 s' + i0 + l / a4,~ s * p r e1 s' + i0 + l / y4,1,ctb0787
спросила,~с*прос+и+л/а,~ s * p r a1 s' + i0 + l / a4,~ s * p r y1 s' + i0 + l / y4,1,stb0787
спросит,~с*прос/ит,~ s * p r o0 s' / i4 t,~ s * p r o0 s' / i4 t,5,"cta0878,kta0878,kta0883,ata0878,ata0883"
спросит,~с*прос/ит,~ s * p r o0 s' / i4 t,~ s * p r o0 s' / t,1,cta0883
спросить,~с*прос+и/ть,~ s * p r a1 s' + i0 / d',~ s * p r a1 s' + i0 / d',3,"ctc0229,ktc0229,utc0229"
спросить,~с*прос+и/ть,~ s * p r a1 s' + i0 / t',~ s * p r a1 s' + i0 / t,3,"ctb0875,ctb1432,ktb0875"
спросить,~с*прос+и/ть,~ s * p r a1 s' + i0 / t',~ s * p r a1 s' + i0 / t',14,"cta0601,ctb0563,gtb0563,kta0601,ktb1432,ktb0563,otb0563,stb0563,utb0563,atb0563,ata0601,atb0875,atb1432,mtb0563"
спрятал,~с*прят+а+л,~ s * p r' a0 t + a4 + l,~ s * p r' a0 t + a4 + l,1,ata0671
спрятал,~с*прят+а+л,~ s * p r' a0 t + a4 + l,~ s * p r' a0 t + y4 + l,2,"cta0671,kta0671"
спускайся,~с*пуск/ай^ся,~ - * p u1 s k / a0 j ^ s' i4,~ * p u1 s k / a0 j ^ s' e4,1,gta0462
спускайся,~с*пуск/ай^ся,~ s * p u1 s k / a0 j ^ s' a4,~ s * p u1 s k / a0 e4 ^ s' e4,1,mta0462
спускайся,~с*пуск/ай^ся,~ s * p u1 s k / a0 j ^ s' a4,~ s * p u1 s k / a0 i4 ^ s' i4,1,ata0462
спускайся,~с*пуск/ай^ся,~ s * p u1 s k / a0 j ^ s' a4,~ s * p u1 s k / a0 j ^ s' e4,3,"cta0462,ota0462,uta0462"
спускайся,~с*пуск/ай^ся,~ s * p u1 s k / a0 j ^ s' a4,~ s * p u1 s k / e0 i4 ^ s' a4,1,kta0462
спускайся,~с*пуск/ай^ся,~ s * p u1 s k / a0 j ^ s' a4,~ s' * p u1 s k / a0 i4 ^ s' i4,1,sta0462
спускаюсь,~с*пуск+а/ю^сь,~ s * p u1 s k + a0 / j u4 ^ s',~ s * p u1 s k + a0 / e4 ^ s',3,"ctb0119,gtb0119,ktb0119"
спускаюсь,~с*пуск+а/ю^сь,~ s * p u1 s k + a0 / j u4 ^ s',~ s * p u1 s k + a0 / e4 u4 ^ s',1,utb0119
спускаюсь,~с*пуск+а/ю^сь,~ s * p u1 s k + a0 / j u4 ^ s',~ s * p u1 s k + a0 / i4 ^ s',2,"stb0119,mtb0119"
спускаюсь,~с*пуск+а/ю^сь,~ s * p u1 s k + a0 / j u4 ^ s',~ s * p u1 s k + a0 / j u4 ^ s',1,atb0119
спускаюсь,~с*пуск+а/ю^сь,~ s * p u1 s k + a0 / j u4 ^ s',~ s * p u1 s k + a0 / u4 ^ s',1,otb0119
спустилась,~с*пуст+и+л/а^сь,~ s * p u1 s' t' + i0 + l / a4 ^ z',~ s * p u1 s' t' + i0 + l / e4 ^ z',3,"ktb0265,stb0265,mtb0265"
спустилась,~с*пуст+и+л/а^сь,~ s * p u1 s' t' + i0 + l / a4 ^ z',~ s * p u1 s' t' + i0 + l / y4 ^ z',5,"ctb0265,gtb0265,otb0265,utb0265,atb0265"
спустились,~с*пуст+и+л/и^сь,~ s * p u1 s' t' + i0 + l' / i4 ^ s',~ s * p u1 s' t' + i0 + l' / i4 ^ s',3,"cta0948,kta0948,ata0948"
спустился,~с*пуст+и+л^ся,~ s * p u1 s t' + i0 + l ^ s' a4,~ s * p u1 s t' + i0 + l ^ s' e4,1,gtb0149
спустился,~с*пуст+и+л^ся,~ s * p u1 s' t' + i0 + l ^ s' a4,~ s * p u1 s' t' + i0 + l ^ s a4,2,"cta0785,ata0785"
спустился,~с*пуст+и+л^ся,~ s * p u1 s' t' + i0 + l ^ s' a4,~ s * p u1 s' t' + i0 + l ^ s e4,1,mtb0149
спустился,~с*пуст+и+л^ся,~ s * p u1 s' t' + i0 + l ^ s' a4,~ s * p u1 s' t' + i0 + l ^ s y4,3,"ktb0149,stb0149,utb0149"
спустился,~с*пуст+и+л^ся,~ s * p u1 s' t' + i0 + l ^ s' a4,~ s * p u1 s' t' + i0 + l ^ s' e4,3,"ctb0149,kta0785,atb0149"
спустился,~с*пуст+и+л^ся,~ s * p u1 s' t' + i0 + l ^ s' a4,~ s * p u1 s' t' + i0 + l ^ s' i4,1,otb0149
спутать,~с*пут+а/ть,~ s * p u0 t + a4 / d',~ s * p u0 t + y4 / d',3,"ctb2041,ktb2041,atb2041"
спят,*сп/ят,* s p' / a0 t,* s p' / a0 t,8,"cta0156,gta0156,kta0156,ota0156,sta0156,uta0156,ata0156,mta0156"
спящего,*сп+ящ/его,* s p' + a0 sc / i4 v a4,* s p' + a0 sc / e4 v e4,1,gta0165
спящего,*сп+ящ/его,* s p' + a0 sc / i4 v a4,* s p' + a0 sc / i4 v a4,6,"cta0165,kta0165,ota0165,uta0165,ata0165,mta0165"
спящего,*сп+ящ/его,* s p' + a0 sc / i4 v a4,* s p' + a0 sc / o4,1,sta0165
сравнении,~с*равн+ени/и,~ s * r a1 v n' + e0 n' i4 / i4,~ s * r a1 v n' + e0 n' i4 /,1,ktb1858
сравнении,~с*равн+ени/и,~ s * r a1 v n' + e0 n' i4 / i4,~ s * r a1 v n' + e0 n' i4 / e4,2,"ctb1724,ctb2099"
сравнении,~с*равн+ени/и,~ s * r a1 v n' + e0 n' i4 / i4,~ s * r a1 v n' + e0 n' i4 / i4,18,"ctb1544,ctb1703,ctb1849,ctb1858,ctb2014,ktb1544,ktb1703,ktb1724,ktb1849,ktb2014,ktb2099,atb1544,atb1703,atb1724,atb1849,atb1858,atb2014,atb2099"
сравнивал,~с*равн+ива+л,~ s * r a0 v n' + i4 v a4 + l,~ s * r a0 v n' + i4 v a4 + l,1,ctb1017
сравнивал,~с*равн+ива+л,~ s * r a0 v n' + i4 v a4 + l,~ s * r a0 v n' + i4 v y4 + l,2,"ktb1017,atb1017"
сравнивать,~с*рав+н+ива/ть,~ s * r a0 v + n' + i4 v a4 / t',~ s * r a0 v + n' + i4 v a4 / t',2,"sta0292,mta0292"
сравнивать,~с*рав+н+ива/ть,~ s * r a0 v + n' + i4 v a4 / t',~ s * r a0 v + n' + i4 v e4 / t',1,cta0292
сравнивать,~с*рав+н+ива/ть,~ s * r a0 v + n' + i4 v a4 / t',~ s * r a0 v + n' + i4 v y4 / t',5,"gta0292,kta0292,ota0292,uta0292,ata0292"
сражения,~с*раж+ени/я,~ s * r a1 zh + e0 n' i4 j / a4,~ s * r a1 zh + e0 n' e4 / e4,1,ata0501
сражения,~с*раж+ени/я,~ s * r a1 zh + e0 n' i4 j / a4,~ s * r a1 zh + e0 n' i4 / a4,1,cta0501
сражения,~с*раж+ени/я,~ s * r a1 zh + e0 n' i4 j / a4,~ s * r a1 zh + e0 n' i4 / e4,1,kta0501
сразу,~с*раз+у,~ - * r a0 z + u4,~ * r a0 z + u4,1,gta0466
сразу,~с*раз+у,~ s * r a0 z + u4,~ s * r a0 s + u4,11,"ota0466,otb0686,otb0708,otb0789,otb0796,otd0091,otd0146,otd0161,otd0310,uta0466,ata0951"
сразу,~с*раз+у,~ s * r a0 z + u4,~ s * r a0 z +,1,stb0655
сразу,~с*раз+у,~ s * r a0 z + u4,~ s * r a0 z + e4,1,ktc0029
сразу,~с*раз+у,~ s * r a0 z + u4,~ s * r a0 z + o4,1,kta0994
сразу,~с*раз+у,~ s * r a0 z + u4,~ s * r a0 z + u0,1,gte0023
сразу,~с*раз+у,~ s * r a0 z + u4,~ s * r a0 z + u4,213,"cta0149,cta0363,cta0365,cta0462,cta0466,cta0699,cta0799,cta0951,cta0994,ctb0010,ctb0081,ctb0090,ctb0383,ctb0384,ctb0516,ctb0560,ctb0580,ctb0655,ctb0686,ctb0708,ctb0789,ctb0796,ctb0867,ctb0889,ctb0969,ctb1260,ctb1334,ctb1361,ctb1427,ctb1661,ctb1671,ctb1702,ctb1779,ctb1784,ctb1792,ctb1815,ctc0029,ctc0173,ctc0194,ctc0256,ctc0877,ctc1179,gta0149,gta0363,gta0365,gta0462,gtb0010,gtb0081,gtb0090,gtb0383,gtb0384,gtb0516,gtb0560,gtb0580,gtb0655,gtb0686,gtb0708,gtb0789,gtb0796,gte0184,gte0209,kta0699,kta0799,kta0951,ktb0867,ktb0889,ktb0969,ktb1260,ktb1334,ktb1361,ktb1427,ktb1661,ktb1671,ktb1702,ktb1779,ktb1784,ktb1792,ktb1815,kta0149,kta0363,kta0365,kta0462,kta0466,ktb0010,ktb0081,ktb0090,ktb0383,ktb0384,ktb0516,ktb0560,ktb0580,ktb0655,ktb0686,ktb0708,ktb0789,ktb0796,ktc0173,ktc0194,ktc0256,ktc0877,ktc1179,ota0149,ota0363,ota0462,otb0010,otb0081,otb0090,otb0383,otb0384,otb0516,otb0560,otb0580,otb0655,otd0148,sta0149,sta0363,sta0365,sta0462,sta0466,stb0010,stb0081,stb0090,stb0383,stb0384,stb0516,stb0560,stb0580,stb0686,stb0708,stb0789,stb0796,ste0023,ste0184,ste0209,uta0149,uta0363,uta0365,uta0462,utb0010,utb0081,utb0090,utb0383,utb0384,utb0516,utb0560,utb0580,utb0655,utb0686,utb0708,utb0789,utb0796,utc0029,utc0173,utc0194,utc0256,utc0877,utc1179,ata0149,ata0363,ata0365,ata0462,ata0466,atb0010,atb0081,atb0090,atb0383,atb0384,atb0516,atb0560,atb0580,atb0655,atb0686,atb0708,atb0789,atb0796,atd0091,atd0146,atd0148,atd0161,atd0310,ata0699,ata0799,ata0994,atb0867,atb0889,atb0969,atb1260,atb1334,atb1361,atb1427,atb1661,atb1671,atb1702,atb1779,atb1784,atb1792,atb1815,mta0149,mta0462,mta0466,mtb0010,mtb0081,mtb0090,mtb0383,mtb0384,mtb0516,mtb0560,mtb0580,mtb0655,mtb0686,mtb0708,mtb0789,mtb0796"
сразу,~с*раз+у,~ s * r a0 z + u4,~ s * r a0 z + y4,3,"ota0365,mta0363,mta0365"
среднего,*сред+н/его,* s r' e0 d + n' / i4 v a4,* s r' e0 d + n' / e4 v a4,2,"ctb0548,utb0548"
среднего,*сред+н/его,* s r' e0 d + n' / i4 v a4,* s r' e0 d + n' / i4 v a4,4,"ctb0945,gtb0548,ktb0548,otb0548"
среднего,*сред+н/его,* s r' e0 d + n' / i4 v a4,* s r' e0 d + n' / i4 v y4,1,stb0548
среднего,*сред+н/его,* s r' e0 d' + n' / i4 v a4,* s r' e0 d + n' / i4 v a4,2,"ktb0945,atb0945"
среднего,*сред+н/его,* s r' e0 d' + n' / i4 v a4,* s r' e0 d' + n' / e4 v a4,1,atb0548
среднего,*сред+н/его,* s r' e0 d' + n' / i4 v a4,* s r' e0 d' + n' / i4 v e4,1,mtb0548
средней,*сред+н/ей,* s r' e0 d + n' / i4 j,* s r' e0 d + n' / e4 j,1,cta0918
средней,*сред+н/ей,* s r' e0 d + n' / i4 j,* s r' e0 d + n' / i4 j,1,cta0972
средней,*сред+н/ей,* s r' e0 d' + n' / i4 j,* s r' e0 d + n' / i4,2,"kta0918,ata0972"
средней,*сред+н/ей,* s r' e0 d' + n' / i4 j,* s r' e0 d + n' / i4 j,2,"kta0972,ata0918"
средство,*сред+ств/о,* s r' e0 + c t v / a4,* s r' e0 + c t v / a4,6,"cta0267,gte0087,kta0267,ota0267,sta0267,ata0267"
средство,*сред+ств/о,* s r' e0 + c t v / a4,* s r' e0 + c t v / e4,1,gta0267
средство,*сред+ств/о,* s r' e0 + c t v / a4,* s r' e0 + c t v / y4,2,"ste0276,mta0267"
средство,*сред+ств/о,* s r' e0 + c t v / a4,* s r' e0 + s t v / o4,2,"gte0276,uta0267"
средство,*сред+ств/о,* s r' e0 + c t v / a4,* s r' e0 + s t v / y4,1,ste0087
срок,*срок,* s r o0 k,* s r o0 k,11,"ctb1501,ktb1501,otd0073,otd0083,otd0142,otd0273,atd0073,atd0083,atd0142,atd0273,atb1501"
срока,*срок/а,* s r o0 k / a4,* s r o0 k / a4,10,"cta0485,gta0485,kta0485,ota0485,otd0078,sta0485,uta0485,ata0485,atd0078,mta0485"
сроки,*срок/и,* s r o0 k' / i4,* s r o0 k' / e4,1,stb0240
сроки,*срок/и,* s r o0 k' / i4,* s r o0 k' / i4,11,"ctb0240,gtb0240,ktb0240,otb0240,otd0158,otd0166,utb0240,atb0240,atd0158,atd0166,mtb0240"
срочно,*сроч+н+о,* s r o0 ch + n + a4,* s r o0 ch + n + a4,11,"cta0005,cta0447,ktb1470,kta0447,ota0005,ota0447,ata0005,ata0447,atb1470,mta0005,mta0447"
срочно,*сроч+н+о,* s r o0 ch + n + a4,* s r o0 ch + n + e4,2,"ctb1470,sta0005"
срочно,*сроч+н+о,* s r o0 ch + n + a4,* s r o0 ch + n + y4,8,"cta0375,kta0005,kta0375,sta0375,sta0447,uta0447,ata0375,mta0375"
срочно,*сроч+н+о,* s r o0 ch + n + a4,* s r o0 sc + n + a4,3,"gta0005,gta0447,uta0005"
срочно,*сроч+н+о,* s r o0 ch + n + a4,* s r o0 sc + n + e4,1,gta0375
срочно,*сроч+н+о,* s r o0 ch + n + a4,* s r o0 sc + n + y4,2,"ota0375,uta0375"
срочную,*сроч+н/ую,* s r o0 ch + n / u4 j u4,* s r o0 ch + n / u4 j o4,1,ctb0323
срочную,*сроч+н/ую,* s r o0 ch + n / u4 j u4,* s r o0 ch + n / u4 j u4,1,stb0323
срочную,*сроч+н/ую,* s r o0 ch + n / u4 j u4,* s r o0 ch + n / u4 o4,1,atb0323
срочную,*сроч+н/ую,* s r o0 ch + n / u4 j u4,* s r o0 ch + n / u4 u4,3,"ktb0323,otb0323,utb0323"
срочную,*сроч+н/ую,* s r o0 ch + n / u4 j u4,* s r o0 ch + n / u4 y4,1,mtb0323
срочную,*сроч+н/ую,* s r o0 ch + n / u4 j u4,* s r o0 sc + n / u4 u4,1,gtb0323
ссора,~с*сор/а,* s o0 r / a4,* s o0 r / a4,2,"ctb1807,ktb1807"
ссора,~с*сор/а,* s o0 r / a4,* s o0 r / y4,1,atb1807
ссорах,*ссор/ах,* s o0 r / a4 h,* s o0 r / a4 h,2,"kta0770,ata0770"
ссорах,*ссор/ах,* s o0 r / a4 h,* s o0 r / y4 h,1,cta0770
ссоре,~с*сор/е,* s o0 r' / i4,* s o0 r' / e4,1,ctb1279
ссоре,~с*сор/е,* s o0 r' / i4,* s o0 r' / i4,5,"ctb1051,ktb1051,ktb1279,atb1051,atb1279"
ссорился,*ссор+и+л^ся,* s - o0 r' + i4 + l ^ s' a4,* s o0 r' + + l ^ s' i4,1,mta0332
ссорился,*ссор+и+л^ся,* s - o0 r' + i4 + l ^ s' a4,* s o0 r' + i4 + l ^ s y4,3,"kta0332,sta0332,ata0332"
ссорился,*ссор+и+л^ся,* s - o0 r' + i4 + l ^ s' a4,* s o0 r' + i4 + l ^ s' e4,1,uta0332
ссорился,*ссор+и+л^ся,* s - o0 r' + i4 + l ^ s' a4,* s o0 r' + i4 + l ^ s' i4,1,ota0332
ссорился,*ссор+и+л^ся,* s s o0 r' + i4 + l ^ s' a4,* s s o0 r' + i4 + l ^ s' i4,1,cta0332
ссорился,*ссор+и+л^ся,* s s o0 r' + i4 + l ^ s' i4,* s s o0 r' + o4 + ^ s a4,1,gta0332
ссоры,*ссор/ы,* s o0 r / y4,* s o0 r / y4,5,"cta0769,gte0236,kta0769,ste0236,ata0769"
ссутулилась,~с*сутул+и+л/а^сь,* s u1 t u0 l' + i4 + l / a4 ^ s',* s u1 t u0 l' + i4 + l / e4 ^ s',2,"ktb0762,mtb0762"
ссутулилась,~с*сутул+и+л/а^сь,* s u1 t u0 l' + i4 + l / a4 ^ s',* s u1 t u0 l' + i4 + l / y4 ^ s,1,atb0762
ссутулилась,~с*сутул+и+л/а^сь,* s u1 t u0 l' + i4 + l / a4 ^ s',* s u1 t u0 l' + i4 + l / y4 ^ s',3,"ctb0762,otb0762,utb0762"
ссутулилась,~с*сутул+и+л/а^сь,* s u1 t u0 l' + i4 + l / a4 ^ s',* s u1 t u0 l' + o4 + l / o4 ^ s',1,gtb0762
ссутулилась,~с*сутул+и+л/а^сь,* s u1 t u0 l' + i4 + l / a4 ^ s',* s u1 t u0 l' + o4 + l / y4 ^ s',1,stb0762
ссылался,~с*сыл+а+л^ся,* s y1 l + a0 + l ^ s' a4,* s y1 l + a0 + l ^ s' a4,1,cta1062
ссылался,~с*сыл+а+л^ся,* s y1 l + a0 + l ^ s' a4,* s y1 l + a0 + l ^ s' e4,1,ata1062
ссылался,~с*сыл+а+л^ся,* s y1 l + a0 + l ^ s' a4,* s y1 l + a0 + l ^ s' i4,1,kta1062
ссылаться,~с*сыл+а/ть^ся,* s y1 l + a0 ^ c a4,* s y1 l + a0 ^ c a4,4,"ctb2021,ktb2021,atd0167,atb2021"
ссылаться,~с*сыл+а/ть^ся,* s y1 l + a0 ^ c a4,* s y1 l + a0 ^ c y4,1,otd0167
ставил,*став+и+л,* s t a0 v' + i4 + l,* s t a0 v' + i4 + l,3,"ctb1563,ktb1563,atb1563"
ставит,*став/ит,* s t a0 v' / i4 d,* s t a0 v' / e4 d,1,gtb0789
ставит,*став/ит,* s t a0 v' / i4 d,* s t a0 v' / i4 d,15,"ctb0789,ctb0796,gtb0796,ktb0789,ktb0796,otb0789,otb0796,stb0789,stb0796,utb0789,utb0796,atb0789,atb0796,mtb0789,mtb0796"
ставит,*став/ит,* s t a0 v' / i4 t,* s t a0 v' / i4 t,5,"cta0959,kta0959,otd0249,atd0249,ata0959"
ставьте,*ставь/те,* s t a0 f' / t' i4,* s t a0 f / t' i4,2,"kta0969,kta0969"
ставьте,*ставь/те,* s t a0 f' / t' i4,* s t a0 f' / t' e4,2,"cta0969,ata0969"
ставьте,*ставь/те,* s t a0 f' / t' i4,* s t a0 f' / t' i4,2,"cta0969,ata0969"
стадион,*стадион,* s t a2 d' i1 o0 n,* s t a2 d' u1 o0 n,1,atb0814
стадион,*стадион,* s t a2 d' i1 o0 n,* s t e1 d' i1 o0 n,1,ktb2022
стадион,*стадион,* s t a2 d' i1 o0 n,* s t y1 d' i1 o0 n,5,"ctb0814,ctb2022,ktb0811,ktb0814,atb2022"
стадион,*стадион,* s t a2 d' i1 o0 n,* s t y1 d' u1 o0 n,2,"ctb0811,atb0811"
стадионе,*стадион/е,* s t a2 d' i1 o0 n' / i4,* s t a2 d' i1 o0 n' / i4,3,"ktb1438,atb1438,atb2083"
стадионе,*стадион/е,* s t a2 d' i1 o0 n' / i4,* s t y1 d' i1 o0 n' / e4,2,"ctb1438,ctb2083"
стадионе,*стадион/е,* s t a2 d' i1 o0 n' / i4,* s t y1 d' i1 o0 n' / i4,1,ktb2083
стал,*ста+л,* s t a0 + l,* s t a0 +,1,utc0771
стал,*ста+л,* s t a0 + l,* s t a0 + j,1,utb0399
стал,*ста+л,* s t a0 + l,* s t a0 + l,178,"cta0283,cta0311,cta0328,cta0364,cta0506,cta0527,cta0715,cta0761,cta0792,cta0832,cta0851,cta0858,cta0953,cta1075,ctb0022,ctb0086,ctb0325,ctb0352,ctb0393,ctb0399,ctb0411,ctb0537,ctb0920,ctb0949,ctb0982,ctb1334,ctb1633,ctb1651,ctb1802,ctb1976,ctb2043,ctb2095,ctc0522,ctc0771,gta0283,gta0311,gta0328,gta0364,gta0433,gtb0022,gtb0086,gtb0325,gtb0352,gtb0393,gtb0399,gtb0411,gtb0537,gte0023,gte0055,gte0146,gte0174,kta0506,kta0527,kta0715,kta0761,kta0792,kta0832,kta0851,kta0858,kta0953,kta1075,ktb0920,ktb0949,ktb0982,ktb1334,ktb1633,ktb1651,ktb1802,ktb1976,ktb2043,ktb2095,kta0283,kta0311,kta0328,kta0364,kta0433,ktb0022,ktb0086,ktb0325,ktb0352,ktb0393,ktb0399,ktb0411,ktb0537,ktc0522,ktc0771,ota0283,ota0311,ota0328,ota0364,ota0433,otb0022,otb0086,otb0325,otb0352,otb0393,otb0399,otb0411,otb0537,otd0026,otd0053,sta0283,sta0311,sta0328,sta0364,sta0433,stb0022,stb0086,stb0325,stb0352,stb0393,stb0399,stb0411,stb0537,ste0023,ste0055,ste0146,ste0174,uta0283,uta0328,uta0364,uta0433,utb0022,utb0086,utb0325,utb0352,utb0393,utb0411,utb0537,utc0522,ata0283,ata0311,ata0328,ata0364,ata0433,atb0022,atb0086,atb0325,atb0352,atb0393,atb0399,atb0411,atb0537,atd0026,atd0053,ata0506,ata0527,ata0715,ata0761,ata0792,ata0832,ata0851,ata0858,ata0953,ata1075,atb0920,atb0949,atb0982,atb1334,atb1633,atb1651,atb1802,atb1976,atb2043,atb2095,mta0283,mta0311,mta0328,mta0364,mta0433,mtb0022,mtb0086,mtb0325,mtb0352,mtb0393,mtb0399,mtb0411,mtb0537"
стал,*ста+л,* t a0 l + b,* t a0 l + b,1,uta0311
стала,*ста+л/а,* s t a0 + l / a4,* s t a0 + l / a4,25,"cta1144,ctb1023,ctb1618,gta0004,kta0595,kta0760,ktb1023,kta0141,kta0396,ota0008,ota0396,otd0175,sta0004,sta0141,uta0004,uta0396,ata0396,atd0175,ata0596,ata0760,atb1023,atb1254,mta0004,mta0141,mta0396"
стала,*ста+л/а,* s t a0 + l / a4,* s t a0 + l / e4,3,"cta0008,ata0595,atb1618"
стала,*ста+л/а,* s t a0 + l / a4,* s t a0 + l / o4,3,"gta0008,kta0004,ata0004"
стала,*ста+л/а,* s t a0 + l / a4,* s t a0 + l / y4,25,"cta0141,cta0396,cta0595,cta0596,cta0760,ctb1254,ctb1981,gta0141,gta0396,kta0596,ktb1254,ktb1618,ktb1981,kta0008,ota0141,otd0335,otd0338,sta0008,sta0396,uta0008,uta0141,ata0008,ata0141,atb1981,mta0008"
стали,*ста+л/и,* s t a0 + l' / i4,* s t a0 + l' / i4,16,"cta0849,cta1159,ctb0894,ctb1425,ctb1801,kta0849,ktb0894,ktb1425,ktb1801,otd0121,otd0340,atd0121,ata0849,atb0894,atb1425,atb1801"
стало,*ста+л/о,* s t a0 + l / a4,* s t a0 + l / a4,55,"cta0282,cta0287,cta1111,ctb0472,ctb0604,ctb0761,ctb0763,ctb1815,gta0282,gta0287,gtb0472,gtb0604,gte0136,gte0220,ktb1325,ktb1384,ktb1815,ktb1926,kta0235,kta0282,kta0287,ktb0604,ktb0714,ktb0761,ktb0763,ktc0447,ota0282,otb0472,otb0604,otb0761,otb0763,otd0068,sta0282,stb0472,stb0604,stb0714,stb0761,stb0763,ste0136,ste0220,ata0235,atb0472,atd0068,ata0746,atb1384,atb1667,atb1815,atb1926,mta0235,mta0282,mta0287,mtb0472,mtb0604,mtb0714,mtb0761"
стало,*ста+л/о,* s t a0 + l / a4,* s t a0 + l / e4,8,"gta0235,kta0746,sta0235,utb0472,atb0761,atb0763,ata0717,mtb0763"
стало,*ста+л/о,* s t a0 + l / a4,* s t a0 + l / o4,4,"ctc0447,gtb0761,gtb0763,uta0282"
стало,*ста+л/о,* s t a0 + l / a4,* s t a0 + l / y4,28,"cta0235,cta0717,cta0746,ctb0714,ctb1325,ctb1384,ctb1667,ctb1926,gtb0714,kta0717,ktb1667,ktb0472,ota0235,ota0287,otb0714,sta0287,uta0235,uta0287,utb0604,utb0714,utb0761,utb0763,utc0447,ata0282,ata0287,atb0604,atb0714,atb1325"
станет,*стан/ет,* s t a0 n' / i4 t,* s t a0 n' / e4 t,5,"ctb0510,stb0075,utb0075,utb0510,atd0287"
станет,*стан/ет,* s t a0 n' / i4 t,* s t a0 n' / i4 t,22,"ctb0075,ctb1238,ctb2023,gtb0075,gtb0510,gte0268,ktb1230,ktb1238,ktb2023,ktb0075,ktb0510,otb0075,otb0510,otd0287,stb0510,ste0268,atb0075,atb0510,atb1238,atb2023,mtb0075,mtb0510"
станете,*ста+н/ете,* s t a0 + n' / i4 t' i4,* s t a0 + n' / i4 t' e4,1,uta0238
станете,*ста+н/ете,* s t a0 + n' / i4 t' i4,* s t a0 + n' / i4 t' i4,7,"cta0238,gta0238,kta0238,ota0238,sta0238,ata0238,mta0238"
становились,*ста+н+ов+и+л/и^сь,* s t a2 + n + a1 v' + i0 + l' / i4 ^ s',* s t a2 + n + a1 v' + i0 + l' / i4 ^ s',5,"gta0184,kta0184,sta0184,ata0184,mta0184"
становились,*ста+н+ов+и+л/и^сь,* s t a2 + n + a1 v' + i0 + l' / i4 ^ s',* s t e1 + n + e1 v' + i0 + l' / i4 ^ s',1,cta0184
становились,*ста+н+ов+и+л/и^сь,* s t a2 + n + a1 v' + i0 + l' / i4 ^ s',* s t y1 + n + a1 v' + i0 + l' / i4 ^ s',2,"ota0184,uta0184"
становились,*ста+н+ов+и+л/и^сь,* s t a2 + n + a1 v' + i0 + l' / i4 ^ z',* s t a1 + n + a1 v' + i0 + l' / i4 ^ z',1,atb1946
становились,*ста+н+ов+и+л/и^сь,* s t a2 + n + a1 v' + i0 + l' / i4 ^ z',* s t a2 + n + a1 v' + i0 + l' / i4 ^ z',1,ctb1946
